Word, suny_c, gutenberg_c, suny_ws, gutenberg_ws, total
|"_Vous|, |0|, |0|, |1|, |0|, |1|
|tall,|, |0|, |0|, |0|, |1|, |1|
|slab|, |1|, |1|, |1|, |1|, |4|
|civilly|, |1|, |0|, |1|, |0|, |2|
|grass,|, |0|, |0|, |2|, |1|, |3|
|door.|, |0|, |0|, |3|, |1|, |4|
|out.|, |0|, |0|, |0|, |1|, |1|
|dim|, |1|, |0|, |1|, |0|, |2|
|aid|, |1|, |0|, |1|, |0|, |2|
|"didn't|, |0|, |0|, |1|, |0|, |1|
|plash|, |1|, |0|, |1|, |0|, |2|
|reading;|, |0|, |0|, |0|, |1|, |1|
|(294)|, |0|, |0|, |1|, |0|, |1|
|heures_!|, |0|, |0|, |1|, |0|, |1|
|contortions|, |1|, |1|, |0|, |0|, |2|
|descried|, |1|, |1|, |1|, |1|, |4|
|somehow|, |3|, |1|, |3|, |0|, |7|
|"you|, |0|, |0|, |2|, |4|, |6|
|Remember|, |2|, |1|, |2|, |1|, |6|
|leave|, |7|, |4|, |6|, |2|, |19|
|business|, |2|, |0|, |0|, |0|, |2|
|local|, |1|, |1|, |1|, |1|, |4|
|perverse|, |0|, |1|, |0|, |1|, |2|
|this,|, |0|, |0|, |1|, |1|, |2|
|persons|, |1|, |1|, |1|, |1|, |4|
|ago?"|, |0|, |0|, |1|, |1|, |2|
|flushing,|, |0|, |0|, |1|, |0|, |1|
|cautiously|, |1|, |1|, |1|, |1|, |4|
|advanced|, |1|, |1|, |1|, |1|, |4|
|comprehension|, |1|, |1|, |0|, |0|, |2|
|joke|, |1|, |0|, |1|, |0|, |2|
|vaguely,|, |0|, |0|, |1|, |0|, |1|
|please|, |4|, |2|, |1|, |0|, |7|
|far;|, |0|, |0|, |0|, |1|, |1|
|move.|, |0|, |0|, |1|, |1|, |2|
|appeared,|, |0|, |0|, |1|, |0|, |1|
|rudiments|, |1|, |0|, |1|, |0|, |2|
|achieved|, |1|, |0|, |1|, |0|, |2|
|chin,|, |0|, |0|, |0|, |1|, |1|
|remembering.|, |0|, |0|, |1|, |1|, |2|
|dream.|, |0|, |0|, |2|, |2|, |4|
|influences|, |1|, |0|, |1|, |0|, |2|
|incommodity|, |1|, |1|, |1|, |1|, |4|
|dreadfully.|, |0|, |0|, |1|, |1|, |2|
|arrival|, |2|, |2|, |1|, |2|, |7|
|priests,|, |0|, |0|, |1|, |1|, |2|
|consistently|, |1|, |0|, |1|, |0|, |2|
|approached|, |3|, |2|, |3|, |2|, |10|
|off.|, |0|, |0|, |1|, |1|, |2|
|thought|, |14|, |15|, |13|, |15|, |57|
|bid|, |0|, |1|, |0|, |1|, |2|
|drunk|, |1|, |1|, |1|, |1|, |4|
|hair|, |5|, |5|, |5|, |5|, |20|
|lots|, |1|, |0|, |1|, |0|, |2|
|Boulevard|, |2|, |0|, |0|, |0|, |2|
|"Are|, |0|, |0|, |1|, |2|, |3|
|opened|, |1|, |2|, |1|, |2|, |6|
|sick|, |1|, |1|, |0|, |0|, |2|
|justified|, |1|, |0|, |1|, |0|, |2|
|While|, |1|, |1|, |1|, |1|, |4|
|friendship|, |0|, |1|, |0|, |1|, |2|
|much."|, |0|, |0|, |1|, |0|, |1|
|_epreuve_--_elles|, |0|, |0|, |1|, |0|, |1|
|restrict.|, |0|, |0|, |1|, |0|, |1|
|positive|, |1|, |0|, |1|, |0|, |2|
|seventeen|, |1|, |1|, |1|, |1|, |4|
|thirst-fever|, |1|, |0|, |0|, |0|, |1|
|attitude|, |0|, |1|, |0|, |0|, |1|
|conviction.|, |0|, |0|, |1|, |0|, |1|
|less|, |12|, |3|, |10|, |2|, |27|
|delightful."|, |0|, |0|, |1|, |1|, |2|
|boulevard|, |0|, |2|, |0|, |0|, |2|
|sarcastic|, |1|, |0|, |1|, |0|, |2|
|uniting|, |1|, |0|, |1|, |0|, |2|
|salle-a-manger.|, |0|, |0|, |1|, |0|, |1|
|brick|, |0|, |1|, |0|, |0|, |1|
|agree|, |1|, |0|, |1|, |0|, |2|
|little.|, |0|, |0|, |2|, |1|, |3|
|probable|, |1|, |0|, |1|, |0|, |2|
|sailed|, |1|, |0|, |1|, |0|, |2|
|bed,|, |0|, |0|, |1|, |1|, |2|
|seven!|, |0|, |0|, |0|, |1|, |1|
|shade|, |3|, |2|, |1|, |0|, |6|
|curl|, |1|, |0|, |1|, |0|, |2|
|curtsey--a|, |0|, |0|, |1|, |0|, |1|
|able."|, |0|, |0|, |1|, |1|, |2|
|middle|, |3|, |3|, |3|, |2|, |11|
|house;|, |0|, |0|, |2|, |1|, |3|
|civility|, |1|, |0|, |0|, |0|, |1|
|at|, |111|, |101|, |109|, |100|, |421|
|established|, |1|, |1|, |0|, |0|, |2|
|looked|, |36|, |47|, |35|, |46|, |164|
|positively|, |1|, |0|, |1|, |0|, |2|
|resignation|, |2|, |2|, |1|, |1|, |6|
|step.|, |0|, |0|, |2|, |0|, |2|
|shady|, |1|, |1|, |1|, |1|, |4|
|beau|, |2|, |0|, |2|, |0|, |4|
|doorways.|, |0|, |0|, |1|, |1|, |2|
|retained;|, |0|, |0|, |1|, |0|, |1|
|confessed|, |0|, |1|, |0|, |1|, |2|
|together.|, |0|, |0|, |1|, |1|, |2|
|seed|, |1|, |0|, |1|, |0|, |2|
|say?|, |0|, |0|, |1|, |0|, |1|
|quince-trees,|, |0|, |0|, |1|, |0|, |1|
|sail,|, |0|, |0|, |1|, |0|, |1|
|lands|, |1|, |2|, |1|, |1|, |5|
|matter--as|, |0|, |0|, |1|, |0|, |1|
|facts|, |1|, |0|, |1|, |0|, |2|
|importance|, |1|, |0|, |0|, |0|, |1|
|continued;|, |0|, |0|, |1|, |1|, |2|
|on;|, |0|, |0|, |1|, |1|, |2|
|half-closed|, |1|, |1|, |1|, |1|, |4|
|propose|, |1|, |1|, |1|, |1|, |4|
|our|, |12|, |5|, |12|, |5|, |34|
|enough,|, |0|, |0|, |2|, |0|, |2|
|fellow,|, |0|, |0|, |1|, |2|, |3|
|ship?"|, |0|, |0|, |1|, |1|, |2|
|waiting-maid.|, |0|, |0|, |1|, |1|, |2|
|senses)|, |0|, |0|, |1|, |0|, |1|
|plausibility,|, |0|, |0|, |1|, |0|, |1|
|had|, |131|, |103|, |126|, |101|, |461|
|fascination|, |1|, |2|, |0|, |0|, |3|
|fix|, |1|, |0|, |1|, |0|, |2|
|explain|, |1|, |0|, |0|, |0|, |1|
|name,"|, |0|, |0|, |1|, |1|, |2|
|"grande|, |0|, |0|, |1|, |0|, |1|
|continued|, |6|, |2|, |5|, |1|, |14|
|leaned|, |4|, |2|, |3|, |2|, |11|
|dismally|, |1|, |0|, |1|, |0|, |2|
|Bonnivard,|, |0|, |0|, |1|, |1|, |2|
|"She|, |0|, |0|, |11|, |11|, |22|
|relatives|, |1|, |1|, |1|, |1|, |4|
|raised|, |3|, |2|, |3|, |2|, |10|
|little|, |48|, |60|, |45|, |56|, |209|
|style|, |1|, |0|, |0|, |0|, |1|
|here;|, |0|, |0|, |1|, |0|, |1|
|decent,|, |0|, |0|, |1|, |0|, |1|
|else,|, |0|, |0|, |1|, |1|, |2|
|"His|, |0|, |0|, |0|, |1|, |1|
|Mademoiselle.|, |0|, |0|, |1|, |0|, |1|
|into|, |10|, |12|, |10|, |12|, |44|
|living|, |1|, |1|, |1|, |1|, |4|
|exertions|, |1|, |0|, |0|, |0|, |1|
|orchards|, |1|, |0|, |1|, |0|, |2|
|Chillon|, |1|, |1|, |1|, |0|, |3|
|gravely.|, |0|, |0|, |0|, |1|, |1|
|October,|, |0|, |0|, |1|, |1|, |2|
|explanatory|, |0|, |1|, |0|, |1|, |2|
|illusion|, |1|, |0|, |0|, |0|, |1|
|did."|, |0|, |0|, |1|, |1|, |2|
|proved,|, |0|, |0|, |1|, |1|, |2|
|recognize|, |0|, |2|, |0|, |2|, |4|
|passage,|, |0|, |0|, |0|, |1|, |1|
|permitted|, |1|, |0|, |1|, |0|, |2|
|world's|, |0|, |0|, |1|, |0|, |1|
|wonderful|, |4|, |1|, |3|, |0|, |8|
|merely|, |1|, |0|, |1|, |0|, |2|
|uncivil.|, |0|, |0|, |0|, |1|, |1|
|hereupon,|, |0|, |0|, |1|, |1|, |2|
|be?|, |0|, |0|, |1|, |0|, |1|
|all."|, |0|, |0|, |0|, |1|, |1|
|(281)|, |0|, |0|, |1|, |0|, |1|
|Close|, |1|, |0|, |1|, |0|, |2|
|smile.|, |0|, |0|, |2|, |5|, |7|
|murmured,|, |0|, |0|, |0|, |1|, |1|
|tour?"|, |0|, |0|, |1|, |0|, |1|
|whence|, |1|, |0|, |1|, |0|, |2|
|exile!"|, |0|, |0|, |0|, |1|, |1|
|Verona;|, |0|, |0|, |1|, |0|, |1|
|right!"|, |0|, |0|, |1|, |0|, |1|
|travellers|, |2|, |0|, |2|, |0|, |4|
|287|, |1|, |0|, |0|, |0|, |1|
|sudden|, |1|, |1|, |1|, |1|, |4|
|OUR|, |1|, |0|, |1|, |0|, |2|
|attentive|, |1|, |1|, |1|, |1|, |4|
|plans|, |1|, |1|, |1|, |1|, |4|
|me.|, |0|, |0|, |11|, |13|, |24|
|intrude|, |0|, |1|, |0|, |0|, |1|
|fortune."|, |0|, |0|, |0|, |1|, |1|
|rich|, |1|, |1|, |1|, |0|, |3|
|ago."|, |0|, |0|, |1|, |1|, |2|
|nor|, |1|, |1|, |1|, |1|, |4|
|matched|, |1|, |0|, |0|, |0|, |1|
|honour,"|, |0|, |0|, |1|, |0|, |1|
|roundly|, |1|, |0|, |1|, |0|, |2|
|278|, |1|, |0|, |0|, |0|, |1|
|house-fronts|, |1|, |1|, |1|, |1|, |4|
|Asking|, |2|, |2|, |0|, |0|, |4|
|She's|, |0|, |0|, |3|, |3|, |6|
|say;|, |0|, |0|, |1|, |0|, |1|
|heroine!"|, |0|, |0|, |0|, |1|, |1|
|scrutiny.|, |0|, |0|, |1|, |0|, |1|
|observant|, |0|, |2|, |0|, |1|, |3|
|hope|, |6|, |4|, |4|, |4|, |18|
|they|, |14|, |9|, |11|, |8|, |42|
|marks:|, |0|, |0|, |1|, |0|, |1|
|North|, |7|, |0|, |7|, |0|, |14|
|wait:|, |0|, |0|, |1|, |0|, |1|
|wish|, |1|, |0|, |1|, |0|, |2|
|ease,|, |0|, |0|, |1|, |0|, |1|
|pocket|, |2|, |1|, |0|, |0|, |3|
|"To-day|, |0|, |0|, |1|, |1|, |2|
|sojourn|, |0|, |1|, |0|, |1|, |2|
|door-post|, |1|, |0|, |1|, |0|, |2|
|beads|, |1|, |0|, |1|, |0|, |2|
|speak.|, |0|, |0|, |2|, |2|, |4|
|ship.|, |0|, |0|, |2|, |2|, |4|
|talk|, |5|, |5|, |4|, |4|, |18|
|path.|, |0|, |0|, |0|, |1|, |1|
|delighted|, |2|, |2|, |1|, |1|, |6|
|latter|, |1|, |1|, |1|, |1|, |4|
|meme_|, |1|, |0|, |0|, |0|, |1|
|girl|, |2|, |4|, |2|, |2|, |10|
|repaired|, |1|, |1|, |1|, |1|, |4|
|goodness|, |1|, |0|, |0|, |0|, |1|
|wasn't|, |0|, |0|, |8|, |0|, |8|
|manage.|, |0|, |0|, |1|, |1|, |2|
|supposed|, |3|, |3|, |3|, |3|, |12|
|Only|, |3|, |2|, |2|, |1|, |8|
|Ugly|, |1|, |1|, |1|, |0|, |3|
|awning|, |1|, |1|, |0|, |0|, |2|
|"Nice|, |0|, |0|, |2|, |3|, |5|
|me?"|, |0|, |0|, |1|, |1|, |2|
|vulgarly|, |1|, |0|, |1|, |0|, |2|
|quaint|, |1|, |1|, |1|, |0|, |3|
|friend;|, |0|, |0|, |0|, |1|, |1|
|inscrutably|, |1|, |0|, |1|, |0|, |2|
|profile|, |2|, |2|, |0|, |0|, |4|
|_monsieur_|, |0|, |1|, |0|, |0|, |1|
|confidence,|, |0|, |0|, |1|, |0|, |1|
|that's|, |0|, |0|, |4|, |2|, |6|
|fro|, |1|, |1|, |0|, |0|, |2|
|staircase|, |2|, |2|, |1|, |1|, |6|
|leaving|, |1|, |1|, |1|, |1|, |4|
|impressiveness|, |1|, |0|, |0|, |0|, |1|
|penetrate,|, |0|, |0|, |1|, |0|, |1|
|gave|, |11|, |14|, |11|, |14|, |50|
|happy|, |4|, |2|, |3|, |1|, |10|
|fire|, |1|, |0|, |0|, |0|, |1|
|How|, |3|, |4|, |1|, |1|, |9|
|"Ah|, |0|, |0|, |8|, |0|, |8|
|brim.|, |0|, |0|, |1|, |0|, |1|
|friends.|, |0|, |0|, |1|, |0|, |1|
|meanwhile|, |4|, |2|, |4|, |1|, |11|
|voila!"|, |0|, |0|, |1|, |0|, |1|
|up?"|, |0|, |0|, |1|, |1|, |2|
|teeth.|, |0|, |0|, |0|, |1|, |1|
|expect|, |1|, |1|, |1|, |1|, |4|
|answer|, |3|, |0|, |2|, |0|, |5|
|speak;|, |0|, |0|, |0|, |1|, |1|
|wished|, |4|, |6|, |3|, |4|, |17|
|designated|, |1|, |0|, |0|, |0|, |1|
|two|, |11|, |11|, |11|, |11|, |44|
|could?"|, |0|, |0|, |1|, |1|, |2|
|_comme|, |1|, |1|, |0|, |0|, |2|
|watch|, |1|, |1|, |1|, |1|, |4|
|break|, |1|, |2|, |1|, |2|, |6|
|SO|, |1|, |0|, |1|, |0|, |2|
|I'm|, |0|, |0|, |15|, |0|, |15|
|terminated|, |0|, |1|, |0|, |1|, |2|
|"To|, |0|, |0|, |1|, |0|, |1|
|throbbing.|, |0|, |0|, |1|, |0|, |1|
|adding|, |1|, |1|, |1|, |1|, |4|
|"if|, |0|, |0|, |3|, |4|, |7|
|existence_|, |1|, |0|, |0|, |0|, |1|
|get--honourably|, |0|, |0|, |1|, |0|, |1|
|"If|, |0|, |0|, |1|, |1|, |2|
|During|, |1|, |1|, |1|, |1|, |4|
|drifts|, |1|, |1|, |1|, |1|, |4|
|existence|, |1|, |1|, |0|, |0|, |2|
|Rome.|, |0|, |0|, |1|, |0|, |1|
|stations|, |1|, |1|, |1|, |1|, |4|
|neat|, |1|, |1|, |1|, |1|, |4|
|'honourably|, |1|, |0|, |0|, |0|, |1|
|abstained|, |1|, |1|, |1|, |1|, |4|
|grain|, |1|, |0|, |1|, |0|, |2|
|À|, |0|, |1|, |0|, |0|, |1|
|attention|, |1|, |0|, |0|, |0|, |1|
|agreable_.|, |0|, |0|, |2|, |0|, |2|
|excitedly,|, |0|, |0|, |1|, |0|, |1|
|We|, |12|, |12|, |7|, |9|, |40|
|_tant|, |1|, |0|, |0|, |0|, |1|
|older,|, |0|, |0|, |1|, |1|, |2|
|_is_|, |0|, |1|, |0|, |1|, |2|
|were,|, |0|, |0|, |1|, |0|, |1|
|feel|, |5|, |3|, |4|, |3|, |15|
|wonder|, |2|, |1|, |1|, |0|, |4|
|worst|, |1|, |0|, |1|, |0|, |2|
|closed.|, |0|, |0|, |0|, |1|, |1|
|dishonest,|, |0|, |0|, |0|, |2|, |2|
|showed|, |6|, |3|, |6|, |3|, |18|
|much|, |19|, |9|, |12|, |7|, |47|
|forfeiture|, |1|, |1|, |1|, |1|, |4|
|forgotten|, |1|, |1|, |1|, |1|, |4|
|pretty-faced|, |0|, |1|, |0|, |1|, |2|
|holiday--for|, |0|, |0|, |1|, |0|, |1|
|madam,|, |0|, |0|, |2|, |1|, |3|
|sympathy"--Miss|, |0|, |0|, |1|, |0|, |1|
|pointing|, |1|, |1|, |1|, |1|, |4|
|yard|, |2|, |2|, |0|, |0|, |4|
|repeated|, |3|, |2|, |2|, |1|, |8|
|outset|, |1|, |1|, |1|, |1|, |4|
|far|, |6|, |4|, |5|, |3|, |18|
|swaggering|, |1|, |0|, |1|, |0|, |2|
|receptacle|, |1|, |0|, |0|, |0|, |1|
|sooner|, |1|, |1|, |1|, |1|, |4|
|Under|, |1|, |1|, |0|, |0|, |2|
|call|, |6|, |4|, |5|, |3|, |18|
|familiarity|, |1|, |0|, |1|, |0|, |2|
|hands|, |12|, |11|, |11|, |10|, |44|
|man|, |11|, |13|, |7|, |6|, |37|
|Dijon|, |1|, |1|, |1|, |1|, |4|
|lowered|, |2|, |2|, |2|, |1|, |7|
|coffee-pot|, |1|, |1|, |1|, |1|, |4|
|shade--a|, |0|, |0|, |1|, |1|, |2|
|you!|, |0|, |0|, |1|, |1|, |2|
|lady,|, |0|, |0|, |2|, |2|, |4|
|repeated.|, |0|, |0|, |1|, |1|, |2|
|inordinately|, |1|, |0|, |1|, |0|, |2|
|They've|, |0|, |0|, |1|, |0|, |1|
|landladies.|, |0|, |0|, |1|, |0|, |1|
|court,|, |0|, |0|, |1|, |2|, |3|
|there,|, |0|, |0|, |2|, |2|, |4|
|voice,--"I|, |0|, |0|, |0|, |1|, |1|
|wound|, |1|, |0|, |1|, |0|, |2|
|"Well,"|, |0|, |0|, |3|, |4|, |7|
|rocking|, |1|, |0|, |1|, |0|, |2|
|yearning|, |2|, |0|, |1|, |0|, |3|
|wide|, |2|, |2|, |1|, |0|, |5|
|"very|, |0|, |0|, |1|, |0|, |1|
|period--of|, |0|, |0|, |1|, |0|, |1|
|currant-bushes.|, |0|, |0|, |1|, |1|, |2|
|vain|, |1|, |1|, |0|, |0|, |2|
|vulgar,|, |0|, |0|, |0|, |1|, |1|
|door|, |13|, |15|, |6|, |8|, |42|
|dreadfully|, |1|, |1|, |0|, |0|, |2|
|fountain|, |1|, |1|, |1|, |1|, |4|
|impenetrable,|, |0|, |0|, |1|, |0|, |1|
|pain|, |1|, |1|, |0|, |0|, |2|
|perhaps|, |6|, |1|, |6|, |0|, |13|
|did|, |18|, |10|, |6|, |7|, |41|
|care|, |5|, |5|, |5|, |5|, |20|
|quince-trees.|, |0|, |0|, |1|, |1|, |2|
|disposed|, |2|, |2|, |2|, |2|, |8|
|wickedness!"|, |0|, |0|, |1|, |0|, |1|
|apparent|, |0|, |1|, |0|, |0|, |1|
|apparent.|, |0|, |0|, |0|, |1|, |1|
|dead."|, |0|, |0|, |1|, |1|, |2|
|front|, |4|, |5|, |4|, |5|, |18|
|welcome?|, |0|, |0|, |1|, |0|, |1|
|father|, |0|, |2|, |0|, |1|, |3|
|reproductions|, |1|, |0|, |1|, |0|, |2|
|none|, |3|, |0|, |3|, |0|, |6|
|tire|, |1|, |1|, |1|, |1|, |4|
|What|, |6|, |3|, |4|, |2|, |15|
|grapes|, |1|, |1|, |1|, |1|, |4|
|Supported|, |1|, |0|, |1|, |0|, |2|
|let|, |5|, |3|, |5|, |3|, |16|
|fro.|, |0|, |0|, |1|, |1|, |2|
|wife|, |12|, |11|, |5|, |5|, |33|
|harder|, |1|, |0|, |0|, |0|, |1|
|port."|, |0|, |0|, |1|, |0|, |1|
|explained|, |2|, |2|, |2|, |2|, |8|
|satisfaction.|, |0|, |0|, |1|, |0|, |1|
|since,|, |0|, |0|, |0|, |1|, |1|
|fille|, |1|, |0|, |1|, |0|, |2|
|allowed;|, |0|, |0|, |1|, |0|, |1|
|inveterately|, |1|, |0|, |1|, |0|, |2|
|obtained.|, |0|, |0|, |1|, |0|, |1|
|pretend|, |2|, |1|, |1|, |1|, |5|
|left,|, |0|, |0|, |1|, |0|, |1|
|bright-colored,|, |0|, |0|, |0|, |1|, |1|
|(I|, |0|, |0|, |1|, |2|, |3|
|:|, |21|, |4|, |0|, |0|, |25|
|it's|, |0|, |0|, |12|, |3|, |15|
|As|, |4|, |4|, |3|, |3|, |14|
|wasted|, |2|, |2|, |1|, |1|, |6|
|about."|, |0|, |0|, |1|, |0|, |1|
|phrase.|, |0|, |0|, |1|, |1|, |2|
|done,|, |0|, |0|, |1|, |0|, |1|
|noblesse."|, |0|, |0|, |1|, |0|, |1|
|sort,|, |0|, |0|, |1|, |0|, |1|
|up!|, |0|, |0|, |1|, |0|, |1|
|reference;|, |0|, |0|, |1|, |0|, |1|
|torment|, |1|, |0|, |1|, |0|, |2|
|speedily--Europe|, |0|, |0|, |1|, |0|, |1|
|trouble.|, |0|, |0|, |1|, |1|, |2|
|happily|, |1|, |1|, |1|, |0|, |3|
|(278)|, |0|, |0|, |1|, |0|, |1|
|interesting,--a|, |0|, |0|, |0|, |1|, |1|
|central|, |1|, |1|, |1|, |1|, |4|
|garden-space|, |1|, |1|, |1|, |1|, |4|
|think.|, |0|, |0|, |1|, |0|, |1|
|attire,|, |0|, |0|, |1|, |1|, |2|
|money."|, |0|, |0|, |4|, |5|, |9|
|went|, |22|, |20|, |22|, |20|, |84|
|countess-cousin|, |0|, |1|, |0|, |0|, |1|
|itself.|, |0|, |0|, |1|, |0|, |1|
|interest--as|, |0|, |0|, |1|, |0|, |1|
|art-student.|, |0|, |0|, |4|, |4|, |8|
|again?"|, |0|, |0|, |0|, |1|, |1|
|comedy|, |1|, |0|, |0|, |0|, |1|
|fact|, |4|, |2|, |4|, |2|, |12|
|music,|, |0|, |0|, |1|, |0|, |1|
|boulevard!"|, |0|, |0|, |0|, |1|, |1|
|lovely|, |5|, |2|, |3|, |2|, |12|
|hurry|, |1|, |1|, |1|, |1|, |4|
|interest."|, |0|, |0|, |1|, |0|, |1|
|Provence."|, |0|, |0|, |0|, |1|, |1|
|lady's|, |0|, |0|, |0|, |1|, |1|
|(293)|, |0|, |0|, |1|, |0|, |1|
|toward|, |4|, |4|, |4|, |4|, |16|
|foolishly,|, |0|, |0|, |0|, |1|, |1|
|Everything|, |3|, |2|, |1|, |2|, |8|
|manipulating|, |0|, |1|, |0|, |1|, |2|
|he'll|, |0|, |0|, |1|, |0|, |1|
|offering|, |1|, |1|, |1|, |1|, |4|
|scanty|, |2|, |2|, |2|, |2|, |8|
|thus|, |1|, |0|, |1|, |0|, |2|
|]|, |1|, |0|, |0|, |0|, |1|
|loosely|, |1|, |1|, |1|, |1|, |4|
|MANUAL|, |1|, |0|, |1|, |0|, |2|
|repaid|, |2|, |2|, |2|, |2|, |8|
|curtsey,|, |0|, |0|, |0|, |1|, |1|
|times--I|, |0|, |0|, |1|, |0|, |1|
|able|, |3|, |1|, |2|, |0|, |6|
|brushing|, |1|, |1|, |1|, |1|, |4|
|murmured|, |1|, |3|, |1|, |1|, |6|
|disabled|, |1|, |1|, |1|, |1|, |4|
|treacherous.|, |0|, |0|, |0|, |1|, |1|
|Something|, |2|, |1|, |2|, |1|, |6|
|apricots.|, |0|, |0|, |2|, |3|, |5|
|white|, |6|, |8|, |5|, |7|, |26|
|way,"|, |0|, |0|, |1|, |2|, |3|
|"And|, |0|, |0|, |19|, |13|, |32|
|liberty|, |2|, |2|, |2|, |2|, |8|
|never|, |20|, |17|, |20|, |17|, |74|
|plenty|, |1|, |1|, |1|, |1|, |4|
|perhaps,|, |0|, |0|, |0|, |1|, |1|
|"There's|, |0|, |0|, |2|, |0|, |2|
|changed,|, |0|, |0|, |1|, |0|, |1|
|Countess.|, |0|, |0|, |3|, |5|, |8|
|chances,|, |0|, |0|, |1|, |0|, |1|
|bedstead.|, |0|, |0|, |0|, |1|, |1|
|day|, |11|, |10|, |4|, |2|, |27|
|standing|, |0|, |2|, |0|, |2|, |4|
|death,|, |0|, |0|, |1|, |0|, |1|
|I've|, |0|, |0|, |15|, |0|, |15|
|here|, |21|, |19|, |13|, |11|, |64|
|revel.|, |0|, |0|, |1|, |0|, |1|
|which,|, |0|, |0|, |2|, |3|, |5|
|We're|, |0|, |0|, |1|, |0|, |1|
|or|, |15|, |6|, |14|, |6|, |41|
|mirage|, |1|, |0|, |0|, |0|, |1|
|pretended|, |1|, |0|, |1|, |0|, |2|
|amused|, |0|, |1|, |0|, |0|, |1|
|away:|, |0|, |0|, |1|, |0|, |1|
|inclination|, |1|, |1|, |0|, |0|, |2|
|report|, |1|, |0|, |0|, |0|, |1|
|se|, |1|, |1|, |1|, |1|, |4|
|possessor|, |0|, |1|, |0|, |1|, |2|
|"Excuse|, |0|, |0|, |0|, |2|, |2|
|Ca|, |1|, |0|, |0|, |0|, |1|
|unceremoniously,"|, |0|, |0|, |1|, |1|, |2|
|art|, |1|, |1|, |0|, |0|, |2|
|face|, |14|, |8|, |9|, |3|, |34|
|repast|, |2|, |1|, |2|, |0|, |5|
|opportunity|, |1|, |0|, |1|, |0|, |2|
|jacket|, |1|, |2|, |0|, |0|, |3|
|you."|, |0|, |0|, |4|, |4|, |8|
|rest,|, |0|, |0|, |0|, |1|, |1|
|no|, |23|, |15|, |18|, |11|, |67|
|bystreet,|, |0|, |0|, |0|, |1|, |1|
|HAVE|, |1|, |0|, |1|, |0|, |2|
|gayly,|, |0|, |0|, |0|, |1|, |1|
|words,|, |0|, |0|, |1|, |0|, |1|
|uttered,|, |0|, |0|, |1|, |1|, |2|
|comptoir_|, |1|, |1|, |1|, |1|, |4|
|_quatrième_|, |0|, |1|, |0|, |0|, |1|
|parti-coloured|, |1|, |0|, |1|, |0|, |2|
|There,|, |0|, |0|, |1|, |1|, |2|
|listeners|, |1|, |1|, |0|, |0|, |2|
|contrary.|, |0|, |0|, |1|, |0|, |1|
|funds?"|, |0|, |0|, |1|, |1|, |2|
|"act"|, |0|, |0|, |1|, |0|, |1|
|photographs|, |9|, |10|, |7|, |7|, |33|
|distance|, |1|, |1|, |1|, |0|, |3|
|severe|, |1|, |1|, |1|, |1|, |4|
|distinguished|, |1|, |0|, |1|, |0|, |2|
|slackened|, |1|, |1|, |1|, |1|, |4|
|verses,|, |0|, |0|, |1|, |1|, |2|
|can't|, |0|, |0|, |4|, |3|, |7|
|notes."|, |0|, |0|, |1|, |1|, |2|
|least,|, |0|, |0|, |1|, |0|, |1|
|monsieur!|, |0|, |0|, |0|, |1|, |1|
|attraction|, |1|, |1|, |1|, |1|, |4|
|well,"|, |0|, |0|, |2|, |2|, |4|
|what|, |26|, |20|, |24|, |19|, |89|
|There's|, |0|, |0|, |1|, |0|, |1|
|serious|, |1|, |1|, |0|, |0|, |2|
|accent|, |3|, |3|, |1|, |1|, |8|
|engravings|, |1|, |1|, |0|, |0|, |2|
|monstrous|, |1|, |0|, |0|, |0|, |1|
|gleam|, |1|, |1|, |1|, |1|, |4|
|scathing|, |1|, |1|, |1|, |1|, |4|
|naturally|, |3|, |1|, |2|, |1|, |7|
|_you_|, |0|, |2|, |0|, |2|, |4|
|pyramid|, |2|, |2|, |2|, |2|, |8|
|back,|, |0|, |0|, |3|, |3|, |6|
|"He's|, |0|, |0|, |5|, |0|, |5|
|really,"|, |0|, |0|, |1|, |1|, |2|
|"Talk|, |0|, |0|, |1|, |1|, |2|
|Just|, |1|, |0|, |1|, |0|, |2|
|askance|, |2|, |2|, |2|, |2|, |8|
|table|, |5|, |10|, |3|, |4|, |22|
|Bonnivard|, |1|, |1|, |0|, |0|, |2|
|_je|, |1|, |0|, |0|, |0|, |1|
|be.|, |0|, |0|, |3|, |0|, |3|
|gray,|, |0|, |0|, |0|, |1|, |1|
|"Every|, |0|, |0|, |2|, |2|, |4|
|slouch|, |1|, |1|, |1|, |1|, |4|
|others|, |1|, |2|, |0|, |0|, |3|
|inspecting|, |0|, |1|, |0|, |1|, |2|
|sign|, |3|, |3|, |2|, |3|, |11|
|fancy|, |1|, |1|, |1|, |1|, |4|
|taking|, |5|, |3|, |5|, |3|, |16|
|fine|, |5|, |2|, |4|, |1|, |12|
|sortes_|, |1|, |0|, |0|, |0|, |1|
|impenetrably|, |1|, |0|, |0|, |0|, |1|
|rigmarole,|, |0|, |0|, |1|, |0|, |1|
|about|, |27|, |24|, |22|, |21|, |94|
|garden|, |1|, |1|, |1|, |1|, |4|
|Provence,|, |0|, |0|, |0|, |1|, |1|
|tree,"|, |0|, |0|, |1|, |1|, |2|
|doorstep,|, |0|, |0|, |0|, |2|, |2|
|Find|, |2|, |2|, |0|, |0|, |4|
|_salle|, |0|, |1|, |0|, |1|, |2|
|disgusted|, |1|, |1|, |0|, |0|, |2|
